country,pillar,direction,years_applicable,t5_magnitude,did_mean,blended_magnitude,ci_lower_95,ci_upper_95,confidence,blend_method,tier_v2,source,policy_name,is_task9
Bolivia,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Bolivia,Monetary Tightening Cycle 2023-2024,False
Bolivia,FDI,negative,2024-2025,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank Country Overview – Bolivia 2024,FDI Inflow Decline and Capital Controls,False
Bolivia,Manufacturing,positive,2024-2027,8.0,-1.92,2.05,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,Bolivia Ministry of Development press release 2023,Industrial Development Plan 2023‑2027,False
Bolivia,Digital,positive,2024-2026,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Bolivia chapter,National Digital Strategy 2023,False
Mexico,FDI,negative,2024-2027,-18.0,4.73,-11.18,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 - Mexico chapter,FDI inflow slowdown,False
Mexico,Banking,positive,2024-2025,5.0,-0.99,3.2,-1.16,-0.83,High,T5(70%) + DiD(30%),High,Banxico press release June 2024,Banxico rate easing,False
Mexico,Manufacturing,positive,2024-2027,10.0,-1.92,6.42,-2.14,-1.71,High,T5(70%) + DiD(30%),High,"Mexico Ministry of Economy, Nearshoring Industrial Strategy 2023 document",Nearshoring Industrial Strategy 2023,False
Mexico,Digital,positive,2024-2026,8.0,1.9,6.17,1.66,2.14,High,T5(70%) + DiD(30%),High,"World Bank Country Overview and Investment Climate Assessment for Mexico, 2024",Mexico Digital 2024 Initiative,False
Timor-Leste,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Timor-Leste,FDI Incentive Package 2023,False
Timor-Leste,Banking,negative,2024-2025,-9.0,1.32,-5.9,1.1,1.55,High,T5(70%) + DiD(30%),High,Bank of Timor-Leste Monetary Policy Statement March 2023,Central Bank Rate Hold 2023-2024,False
Timor-Leste,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Timor-Leste (2023),National Broadband Expansion Plan 2023,False
"Congo, Rep.",FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Congo Investment Climate Assessment 2024,FDI Incentive Suspension,False
"Congo, Rep.",Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF - Article IV Consultation, Congo, Rep. 2023",Monetary Tightening Cycle,False
Cabo Verde,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Cabo Verde,FDI Incentive Review 2023,False
Cabo Verde,Banking,negative,2024-2025,-8.0,1.32,-5.2,1.1,1.55,High,T5(70%) + DiD(30%),High,Banco Central de Cabo Verde – Monetary Policy Statement March 2023,Monetary Policy Rate Hold 2023,False
Cabo Verde,Manufacturing,negative,2024-2027,-5.0,1.82,-0.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank – Cabo Verde Country Overview 2023,Industrial Diversification Strategy 2022‑2026,False
Cabo Verde,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Ministry of ICT – National Broadband Plan 2023,National Broadband Plan 2023,False
Central African Republic,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Central African Republic,BEAC Policy Rate Increase 2023,False
Nigeria,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Nigeria,Investment Promotion Act 2022 implementation lag,False
Nigeria,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,CBN Press Release March 2024; World Bank Country Overview 2024 – Nigeria,CBN Monetary Policy Rate Hikes 2023‑2024,False
Nigeria,Manufacturing,negative,2024-2027,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview 2024 – Nigeria,National Industrial Development Policy (NIDP) rollout delay,False
Nigeria,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Nigeria,National Digital Economy Policy 2023,False
"Korea, Dem. People's Rep.",Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Korea, DPR, 2023, para. 4.2.3",BOK Rate Hike Cycle 2023‑2024,False
"Korea, Dem. People's Rep.",FDI,positive,2024-2027,9.0,-3.19,5.34,-3.38,-3.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview, Korea, DPR, 2024, section 5.2",FDI Incentive Package 2023,False
"Korea, Dem. People's Rep.",Manufacturing,positive,2024-2026,11.0,-1.92,7.12,-2.14,-1.71,High,T5(70%) + DiD(30%),High,"UNCTAD World Investment Report 2024, Korea, DPR, p. 78",Advanced Manufacturing Zones (AMZ) 2022‑2024,False
"Korea, Dem. People's Rep.",Digital,positive,2024-2027,14.0,1.9,10.37,1.66,2.14,High,T5(70%) + DiD(30%),High,"Ministry of Science and ICT press release, 2023‑12‑15",National AI & Semiconductor Strategy 2023,False
Maldives,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Maldives Staff Report,Monetary Policy Tightening 2023-2024,False
Maldives,FDI,negative,2024-2025,-9.0,4.73,-0.76,4.45,5.0,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Maldives (2024),Investment Promotion Act Amendments 2023,False
Maldives,Digital,positive,2024-2027,10.0,1.9,5.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Information Technology Press Release, March 2023",National Digital Transformation Strategy 2023,False
Uganda,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Uganda Investment Climate Assessment 2024,Investment Promotion Act 2023,False
Uganda,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,Bank of Uganda - Monetary Policy Statement March 2023,Monetary Policy Rate Hikes 2023-2024,False
Uganda,Manufacturing,positive,2024-2027,9.0,-1.92,5.72,-2.14,-1.71,High,T5(70%) + DiD(30%),High,IMF - Article IV Consultation Uganda 2023,Industrial Development Policy 2023-2028,False
Uganda,Digital,positive,2024-2026,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD - World Investment Report 2024 (Uganda),National Broadband Policy 2022 (implementation 2023‑2026),False
Guinea,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Guinea, 2023",Monetary tightening 2023-2024,False
Guinea,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"UNCTAD World Investment Report, 2024, Guinea chapter",FDI inflow slowdown,False
Guinea,Manufacturing,negative,2024-2026,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"World Bank, Guinea Country Overview, 2024",Industrial policy lag,False
"Congo, Dem. Rep.",Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation 2023 – Democratic Republic of Congo, Monetary Policy Section",Monetary Policy Tightening 2023-2024,False
"Congo, Dem. Rep.",FDI,negative,2024-2025,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview – DRC, Investment Climate Assessment 2024",Investment Climate Deterioration,False
"Congo, Dem. Rep.",Digital,positive,2024-2027,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Digital Economy press release 2023, cited in UNCTAD World Investment Report 2024 – DRC Digital Infrastructure Chapter",National Broadband Expansion Plan 2023,False
Moldova,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Moldova Investment Climate Assessment 2023,FDI Incentive Package 2023,False
Moldova,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF – Article IV Consultation, Moldova, 2023",NBR Rate Hike Cycle 2023‑2024,False
Moldova,Manufacturing,negative,2024-2026,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank – Moldova Economic Update 2024,Industrial Revitalisation Plan 2022‑2025 (delayed),False
Moldova,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"UNCTAD – World Investment Report 2024, Moldova",National Digital Strategy 2023,False
Seychelles,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Seychelles Country Overview 2024,Investment Promotion Act 2023 Review,False
Seychelles,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF – Article IV Consultation, Seychelles, 2023",Monetary Policy Tightening Cycle 2023-2024,False
Seychelles,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"UNCTAD – World Investment Report 2024, Seychelles Chapter",National ICT Strategy 2023-2026,False
Zambia,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Zambia, 2023",Investment Incentives Review 2023,False
Zambia,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"World Bank – Zambia Economic Update, 2024",Monetary Policy Rate Hikes 2023-2024,False
Zambia,Manufacturing,negative,2024-2027,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"World Bank – Zambia Country Overview, 2024",Industrialisation Strategy 2022‑2027 Implementation Delays,False
Zambia,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"UNCTAD – World Investment Report, Zambia Chapter, 2024",National Broadband Expansion Programme 2023,False
Peru,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Peru Investment Climate Assessment 2024,FDI Incentive Suspension,False
Peru,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF - Article IV Consultation Peru 2023,Monetary Tightening Cycle,False
Peru,Manufacturing,negative,2024-2026,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD - World Investment Report 2024 (Peru),Export Competitiveness Lag,False
Peru,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Peru Ministry of Transport and Communications - Broadband Expansion Plan 2023,National Broadband Expansion Plan 2023-2026,False
Cote d'Ivoire,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Côte d'Ivoire, 2023",Monetary Policy Tightening 2023-2024,False
Cote d'Ivoire,FDI,negative,2024-2025,-9.0,4.73,-4.88,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank – Côte d'Ivoire Country Overview, 2024",Investment Code Amendment 2023,False
Cote d'Ivoire,Manufacturing,positive,2024-2027,14.0,-1.92,9.22,-2.14,-1.71,High,T5(70%) + DiD(30%),High,"UNCTAD World Investment Report – Côte d'Ivoire, 2024",Industrial Development Plan (PDI) 2023-2027,False
Cote d'Ivoire,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Finance – Press Release, December 2023",National Broadband Strategy 2023,False
Cameroon,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Cameroon Investment Climate Assessment 2023,FDI Incentive Suspension,False
Cameroon,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF - Cameroon Staff Report, April 2023",Monetary Tightening Cycle,False
Cameroon,Manufacturing,negative,2024-2026,-15.0,1.82,-4.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"UNCTAD - World Investment Report 2024, Cameroon",Industrial Policy Delay,False
Papua New Guinea,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Papua New Guinea,FDI Incentive Review 2023,False
Papua New Guinea,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,Reserve Bank of Papua New Guinea – Monetary Policy Statement March 2023,Monetary Policy Rate Hold 2023,False
Papua New Guinea,Manufacturing,negative,2024-2027,-8.0,1.82,-2.11,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank – Papua New Guinea Country Overview 2024,Special Economic Zone Stagnation,False
Papua New Guinea,Digital,positive,2024-2027,10.0,1.9,5.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD – World Investment Report 2024 – Papua New Guinea,National Broadband Plan 2023,False
Mozambique,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Mozambique,FDI Incentive Suspension,False
Mozambique,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,Banco de Moçambique Monetary Policy Statement March 2024,Monetary Tightening Cycle,False
Mozambique,Manufacturing,positive,2024-2027,10.0,-1.92,2.85,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Mozambique (2024),Industrial Development Zones Act,False
Sao Tome and Principe,FDI,negative,2024-2027,-10.0,4.73,-1.16,4.45,5.0,Medium,T5(40%) + DiD(60%),High,World Bank – Sao Tome and Principe Country Overview 2024,FDI Incentive Package 2023,False
Sao Tome and Principe,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF – Article IV Consultation, Sao Tome and Principe, 2024",Monetary Tightening Cycle 2023-2024,False
Sao Tome and Principe,Manufacturing,negative,2024-2027,-8.0,1.82,-2.11,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"UNCTAD – World Investment Report 2023, Sao Tome and Principe chapter",Industrial Development Strategy 2022‑2026,False
Sao Tome and Principe,Digital,positive,2024-2026,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"World Bank – Sao Tome and Principe Investment Climate Assessment, 2024",National Broadband Expansion Plan 2023,False
Chad,Banking,negative,2024-2027,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Chad,Monetary Policy Rate Hold,False
Chad,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Chad Country Overview 2024,FDI Inflow Decline,False
Liberia,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Liberia,FDI Incentive Review 2023,False
Liberia,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"Central Bank of Liberia press release, Dec 2023",Monetary Tightening Cycle 2023,False
Liberia,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank Liberia Country Overview 2023,National Broadband Expansion Plan 2023,False
Kazakhstan,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report - Kazakhstan 2024,2023 Investment Incentive Package,False
Kazakhstan,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Kazakhstan, 2023",Kazakhstan National Bank Rate Hikes 2023‑2024,False
Kazakhstan,Manufacturing,positive,2024-2026,9.0,-1.92,2.45,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,"World Bank – Kazakhstan Country Overview, 2024",Industrial Development Plan 2022‑2026,False
Kazakhstan,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Kazakhstan Ministry of Digital Development – Digital Kazakhstan 2025 Strategy, 2023",Digital Kazakhstan 2025 Strategy,False
Burkina Faso,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Burkina Faso Staff Report,Monetary tightening 2023-2024,False
Burkina Faso,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Burkina Faso Chapter,FDI inflow decline and capital controls,False
Burkina Faso,Digital,negative,2024-2026,-8.0,3.28,-1.23,2.84,3.73,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Burkina Faso (2024),Broadband rollout slowdown,False
Mali,FDI,negative,2024-2027,-20.0,4.73,-12.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"UNCTAD, World Investment Report 2023",FDI inflow decline 2023,False
Mali,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF, Article IV Consultation – Mali, 2023",Monetary policy tightening 2023,False
Angola,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Angola,Investment Promotion Law 2023,False
Angola,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,Banco Nacional de Angola press release March 2023; World Bank Country Overview 2024,Monetary Policy Rate Hike March 2023,False
Angola,Manufacturing,positive,2024-2027,9.0,-1.92,5.72,-2.14,-1.71,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Angola,Industrial Development Plan 2023,False
Angola,Digital,positive,2024-2027,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Angola,National Broadband Strategy 2024,False
West Bank and Gaza,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – West Bank and Gaza,Restrictions on New Foreign Investment Licenses,False
West Bank and Gaza,Banking,negative,2024-2025,-10.0,1.32,-3.21,1.1,1.55,Medium,T5(40%) + DiD(60%),High,"PA Ministry of Finance press release, Dec 2023; Central Bank bulletin Q1 2024",Central Bank Rate Hike Cycle 2023‑2024,False
West Bank and Gaza,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview 2024 – West Bank and Gaza,National Broadband Expansion Initiative 2023‑2026,False
Malawi,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Malawi,FDI Incentive Review 2023,False
Malawi,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,Reserve Bank of Malawi Monetary Policy Statements 2023-2024,Monetary Policy Tightening 2023-2024,False
Malawi,Manufacturing,positive,2024-2027,9.0,-1.92,2.45,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Malawi (2023),Industrial Development Programme (IDP) 2022-2027,False
Malawi,Digital,positive,2024-2026,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of ICT Press Release, November 2023",National Broadband Strategy 2023,False
Azerbaijan,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Azerbaijan Investment Climate Assessment 2024,2023 Investment Law Amendments,False
Azerbaijan,Banking,negative,2024-2025,-9.0,1.32,-5.9,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF – Article IV Consultation, Azerbaijan, 2023",Monetary Tightening Cycle 2023‑2024,False
Azerbaijan,Manufacturing,positive,2024-2027,10.0,-1.92,2.85,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,"UNCTAD – World Investment Report 2024, Azerbaijan",Industrial Development Strategy 2023‑2027,False
Azerbaijan,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Digital Development of Azerbaijan – Press Release, March 2023",Digital Economy Action Plan 2023,False
United Kingdom,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – United Kingdom chapter,FDI Inflow Decline 2023,False
United Kingdom,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"Bank of England Monetary Policy Statement, Sep 2023; Feb 2024",BoE Rate Hikes 2023‑2024,False
United Kingdom,Manufacturing,positive,2024-2026,9.0,-1.92,2.45,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,"UK DfE/BEIS press release, Oct 2023",Advanced Manufacturing Supply Chain Resilience Fund,False
United Kingdom,Digital,positive,2024-2027,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UK Government National Digital Strategy 2023 document,National Digital Strategy 2023,False
Bangladesh,Banking,positive,2024-2027,10.0,-0.99,6.7,-1.16,-0.83,High,T5(70%) + DiD(30%),Medium,Bangladesh Bank Monetary Policy Statement May 2024,Repo Rate Cut May 2024,False
Bangladesh,FDI,negative,2024-2025,-15.0,4.73,-9.08,4.45,5.0,High,T5(70%) + DiD(30%),Medium,UNCTAD World Investment Report 2024 – Bangladesh Chapter,FDI Inflow Decline 2023,False
Bangladesh,Manufacturing,positive,2024-2027,8.0,-1.92,2.05,-2.14,-1.71,Medium,T5(40%) + DiD(60%),Medium,Bangladesh Ministry of Industries – Industrial Policy 2022‑2030 (official document),Industrial Policy 2022‑2030 SEZ Incentives,False
Bangladesh,Digital,positive,2024-2027,12.0,1.9,8.97,1.66,2.14,High,T5(70%) + DiD(30%),Medium,Ministry of Information and Communication Technology – National Broadband Policy 2023,National Broadband Policy 2023,False
Thailand,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),Medium,World Bank - Thailand Investment Climate Assessment 2024,FDI Incentive Revision 2023,False
Thailand,Banking,negative,2024-2025,-14.0,1.32,-9.4,1.1,1.55,High,T5(70%) + DiD(30%),Medium,IMF - Article IV Consultation Thailand 2024,BOT Rate Hike Cycle 2023-2024,False
Thailand,Manufacturing,negative,2024-2026,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),Medium,UNCTAD - World Investment Report 2024: Thailand,Supply Chain Realignment Policy 2023,False
Thailand,Digital,positive,2024-2027,9.0,1.9,6.87,1.66,2.14,High,T5(70%) + DiD(30%),Medium,World Bank - Thailand Digital Economy Review 2024,Digital Economy Promotion Scheme 2023,False
Japan,Banking,negative,2024-2027,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"BOJ Press Release, Dec 2023",BOJ Rate Hike & YCC Adjustment,False
Japan,FDI,negative,2024-2025,-8.0,4.73,-4.18,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Japan Chapter,FDI Inflow Decline,False
Japan,Manufacturing,positive,2024-2027,12.0,-1.92,7.82,-2.14,-1.71,High,T5(70%) + DiD(30%),High,"METI Announcement, March 2024",Semiconductor & Supply‑Chain Subsidy Program,False
Japan,Digital,positive,2024-2027,10.0,1.9,7.57,1.66,2.14,High,T5(70%) + DiD(30%),High,"Digital Agency Strategy Document, 2024",Digital Agency AI Strategy 2024,False
Colombia,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Colombia Investment Climate Assessment 2024,FDI Incentive Decree 2023,False
Colombia,Banking,positive,2024-2025,9.0,-0.99,6.0,-1.16,-0.83,High,T5(70%) + DiD(30%),High,IMF - Article IV Consultation Colombia 2023,Banco de la República Rate Cuts 2023-2024,False
Colombia,Manufacturing,positive,2024-2027,7.0,-1.92,1.65,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,World Bank - Colombia Country Overview 2024,Plan Nacional de Desarrollo 2022‑2026 – Manufacturing Boost,False
Colombia,Digital,positive,2024-2027,15.0,1.9,11.07,1.66,2.14,High,T5(70%) + DiD(30%),High,UNCTAD - World Investment Report 2024 – Colombia,Digital Economy Strategy 2023‑2027,False
Paraguay,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Paraguay,"FDI Incentive Law No. 5,2023",False
Paraguay,Banking,positive,2024-2025,5.0,-0.99,3.2,-1.16,-0.83,High,T5(70%) + DiD(30%),High,Banco Central del Paraguay press release Oct 2023,Monetary Policy Rate Cut 2023,False
Paraguay,Manufacturing,positive,2024-2027,10.0,-1.92,6.42,-2.14,-1.71,High,T5(70%) + DiD(30%),High,World Bank – Paraguay Investment Climate Assessment 2024,Industrial Development Plan 2023-2027,False
Paraguay,Digital,positive,2024-2026,5.0,1.9,4.07,1.66,2.14,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Paraguay,National Broadband Expansion Initiative 2024,False
Luxembourg,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation 2023 – Luxembourg, ""Monetary Policy and Financial Stability""",ECB Rate Hikes 2023-2024,False
Luxembourg,FDI,negative,2024-2025,-8.0,4.73,-4.18,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview 2024 – Luxembourg, ""Foreign Direct Investment"" section",EU Corporate Tax Reform Impact,False
Luxembourg,Manufacturing,positive,2024-2027,10.0,-1.92,2.85,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Luxembourg case study,Green Industrial Incentive Scheme,False
Luxembourg,Digital,positive,2024-2027,15.0,1.9,11.07,1.66,2.14,High,T5(70%) + DiD(30%),High,"Ministry of the Economy press release, 12 March 2023 – ""Digital Luxembourg 2025""",Digital Luxembourg 2025 Strategy,False
Tunisia,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Tunisia Staff Report,Monetary Tightening Cycle 2023-2024,False
Tunisia,FDI,negative,2024-2025,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Tunisia Country Overview and Investment Climate Assessment (2023),FDI Inflow Decline and Capital Controls,False
Tunisia,Manufacturing,negative,2024-2027,-8.0,1.82,-2.11,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2023 – Tunisia Chapter,Industrial Policy Stagnation,False
Tunisia,Digital,positive,2024-2026,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of ICT press release, December 2023",National Broadband Expansion Initiative,False
